               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,           0.0078434,           0.0032885,                   0,             0.26507,             0.47826,              0.2492,              0.2277,             0.01554,            0.020614,                   0,           0.0092608,           0.0092608,           0.0092608
                 114,           0.0078606,           0.0033447,                   0,             0.25779,             0.47826,             0.26458,             0.25045,            0.015664,            0.020492,                   0,           0.0092542,           0.0092542,           0.0092542
                 115,           0.0087753,           0.0033495,                   0,              0.2564,             0.43478,             0.25033,             0.22895,            0.016564,            0.020713,                   0,           0.0092476,           0.0092476,           0.0092476
                 116,            0.010343,           0.0034421,                   0,             0.40229,             0.30435,             0.24062,             0.21833,             0.01743,            0.020341,                   0,            0.009241,            0.009241,            0.009241
                 117,           0.0082758,           0.0032414,                   0,             0.31129,             0.26087,             0.21742,             0.19585,            0.017183,            0.021226,                   0,           0.0092344,           0.0092344,           0.0092344
                 118,           0.0070003,           0.0030581,                   0,             0.25509,             0.43478,             0.25632,             0.23284,             0.01554,            0.021413,                   0,           0.0092278,           0.0092278,           0.0092278
                 119,           0.0080758,             0.00302,                   0,             0.25911,             0.47826,             0.23619,             0.21682,            0.015923,            0.021999,                   0,           0.0092212,           0.0092212,           0.0092212
                 120,            0.010248,           0.0032645,                   0,             0.25519,             0.46204,             0.25223,             0.23905,            0.016296,             0.02082,                   0,           0.0092146,           0.0092146,           0.0092146
                 121,           0.0076846,           0.0032653,                   0,             0.39495,             0.34783,             0.31349,             0.29659,            0.014675,            0.021354,                   0,            0.009208,            0.009208,            0.009208
                 122,           0.0075649,           0.0031046,                   0,             0.44611,             0.34783,             0.33135,              0.3132,            0.014448,            0.020499,                   0,           0.0092014,           0.0092014,           0.0092014
                 123,           0.0090564,           0.0030519,                   0,             0.34528,             0.34783,             0.26621,             0.23972,            0.016195,             0.02078,                   0,           0.0091948,           0.0091948,           0.0091948
                 124,            0.010601,           0.0030921,                   0,             0.66823,             0.21739,             0.24658,             0.23506,            0.017768,            0.022178,                   0,           0.0091882,           0.0091882,           0.0091882
                 125,           0.0071134,           0.0031309,                   0,             0.39387,             0.26087,             0.24105,             0.21844,            0.015131,            0.020953,                   0,           0.0091816,           0.0091816,           0.0091816
                 126,           0.0079192,           0.0029275,                   0,             0.40564,             0.29711,             0.23914,             0.21166,            0.015732,            0.021013,                   0,            0.009175,            0.009175,            0.009175
                 127,           0.0077729,           0.0029636,                   0,             0.41016,             0.30435,             0.23536,             0.21667,            0.015218,            0.021077,                   0,           0.0091684,           0.0091684,           0.0091684
                 128,           0.0073787,            0.002997,                   0,             0.52287,             0.21739,              0.2419,             0.20961,            0.017272,            0.021393,                   0,           0.0091618,           0.0091618,           0.0091618
                 129,           0.0060013,           0.0028467,                   0,              0.5934,             0.21739,             0.23851,             0.21169,            0.016597,             0.02205,                   0,           0.0091552,           0.0091552,           0.0091552
                 130,           0.0080421,           0.0028191,                   0,             0.47316,             0.26087,             0.24508,              0.2305,            0.017181,            0.021238,                   0,           0.0091486,           0.0091486,           0.0091486
                 131,           0.0095308,           0.0028007,                   0,             0.44992,             0.26087,             0.24498,             0.22125,            0.018909,            0.021254,                   0,            0.009142,            0.009142,            0.009142
                 132,           0.0087913,           0.0030323,                   0,              0.6036,             0.26087,             0.26738,             0.24232,            0.017736,            0.020632,                   0,           0.0091354,           0.0091354,           0.0091354
                 133,           0.0068254,           0.0029543,                   0,             0.33877,             0.30435,             0.23653,             0.22249,            0.016849,             0.02147,                   0,           0.0091288,           0.0091288,           0.0091288
                 134,           0.0077038,           0.0027943,                   0,             0.30564,             0.30435,              0.2201,             0.20508,            0.015536,            0.021566,                   0,           0.0091222,           0.0091222,           0.0091222
                 135,           0.0078675,           0.0027204,                   0,             0.35972,             0.30435,             0.17894,             0.16158,            0.018041,            0.021161,                   0,           0.0091156,           0.0091156,           0.0091156
                 136,           0.0097801,           0.0028715,                   0,             0.27805,             0.28512,             0.13017,             0.11494,            0.019001,            0.023258,                   0,            0.009109,            0.009109,            0.009109
                 137,           0.0054397,           0.0028045,                   0,             0.37749,             0.30435,              0.2116,              0.1892,            0.015564,            0.021713,                   0,           0.0091024,           0.0091024,           0.0091024
                 138,           0.0083194,           0.0027205,                   0,             0.25986,             0.43478,             0.21996,             0.20131,            0.015271,            0.021191,                   0,           0.0090958,           0.0090958,           0.0090958
                 139,           0.0089391,           0.0027563,                   0,             0.26276,             0.43478,             0.21391,             0.19192,             0.01602,            0.020921,                   0,           0.0090892,           0.0090892,           0.0090892
                 140,           0.0090152,           0.0029544,                   0,             0.39062,             0.30435,             0.22847,             0.20178,            0.017235,            0.020726,                   0,           0.0090826,           0.0090826,           0.0090826
                 141,           0.0067535,           0.0028487,                   0,             0.38743,             0.30435,             0.21757,             0.18758,            0.016127,            0.021319,                   0,            0.009076,            0.009076,            0.009076
                 142,           0.0061204,           0.0026448,                   0,             0.42019,             0.30435,             0.22279,             0.20401,            0.015771,            0.020546,                   0,           0.0090694,           0.0090694,           0.0090694
                 143,           0.0084136,           0.0027058,                   0,             0.33365,             0.30435,             0.20452,             0.17994,            0.017672,            0.021649,                   0,           0.0090628,           0.0090628,           0.0090628
                 144,           0.0089228,           0.0026985,                   0,              0.3066,             0.30435,             0.20425,             0.18907,            0.018063,            0.022031,                   0,           0.0090562,           0.0090562,           0.0090562
                 145,            0.006179,           0.0025646,                   0,             0.37719,             0.26087,             0.19366,             0.17175,            0.016909,            0.022341,                   0,           0.0090496,           0.0090496,           0.0090496
                 146,              0.0076,           0.0026034,                   0,             0.22017,             0.52174,             0.21118,             0.18262,            0.015174,            0.022357,                   0,            0.009043,            0.009043,            0.009043
                 147,           0.0091114,           0.0027211,                   0,             0.35738,             0.26087,             0.21471,              0.1931,              0.0183,            0.022498,                   0,           0.0090364,           0.0090364,           0.0090364
                 148,           0.0076791,           0.0025209,                   0,              0.3175,             0.26087,             0.20393,             0.18376,            0.017316,            0.022015,                   0,           0.0090298,           0.0090298,           0.0090298
                 149,           0.0053814,           0.0024492,                   0,             0.35438,             0.26087,             0.19989,             0.17058,            0.018026,            0.022119,                   0,           0.0090232,           0.0090232,           0.0090232
                 150,           0.0075865,           0.0025518,                   0,              0.2173,             0.47826,             0.20227,             0.18348,            0.015696,            0.022223,                   0,           0.0090166,           0.0090166,           0.0090166
                 151,           0.0078423,           0.0025113,                   0,             0.55401,             0.26087,             0.23753,             0.20981,            0.019017,            0.022216,                   0,             0.00901,             0.00901,             0.00901
                 152,           0.0069907,           0.0024723,                   0,             0.55887,             0.26087,             0.23985,             0.21657,            0.020637,            0.021743,                   0,           0.0090034,           0.0090034,           0.0090034
